GeneID	RNA_nucleotide_accession.version	Ensembl_rna_identifier	gene	transcript	mane_select
203245	NM_197956.4	ENST00000373078.5	NAIF1	NM_197956.4	True
203259	NM_001184940.2	ENST00000651358.1	FAM219A	NM_001184940.2	True
203260	NM_174923.3	ENST00000426546.7	CCDC107	NM_174923.3	True
203286	NM_173551.5	ENST00000353234.5	ANKS6	NM_173551.5	True
203328	NM_145006.4	ENST00000375472.8	SUSD3	NM_145006.4	True
203859	NM_213599.3	ENST00000324559.9	ANO5	NM_213599.3	True
204219	NM_001378789.1	ENST00000679737.1	CERS3	NM_001378789.1	True
204474	NM_174924.2	ENST00000302451.9	PDILT	NM_174924.2	True
204851	NM_198268.3	ENST00000426820.7	HIPK1	NM_198268.3	True
204962	NM_001130058.2	ENST00000370859.8	SLC44A5	NM_001130058.2	True
205147	NM_152698.3	ENST00000321420.5	AMER3	NM_152698.3	True
205327	NM_153689.6	ENST00000319974.6	C2orf69	NM_153689.6	True
205428	NM_173552.5	ENST00000315691.8	DIPK2A	NM_173552.5	True
205564	NM_152699.5	ENST00000323460.10	SENP5	NM_152699.5	True
205717	NM_001009899.4	ENST00000316407.9	USF3	NM_001009899.4	True
205860	NM_173553.4	ENST00000682553.1	TRIML2	NM_173553.4	True
206338	NM_173800.5	ENST00000357872.9	LVRN	NM_173800.5	True
206358	NM_078483.4	ENST00000243389.8	SLC36A1	NM_078483.4	True
206412	NM_001010868.3	ENST00000388923.5	C6orf163	NM_001010868.3	True
219285	NM_152703.5	ENST00000318238.9	SAMD9L	NM_152703.5	True
219287	NM_152704.4	ENST00000515384.2	AMER2	NM_152704.4	True
219293	NM_001039211.3	ENST00000378785.7	ATAD3C	NM_001039211.3	True
219333	NM_182488.4	ENST00000282344.11	USP12	NM_182488.4	True
219348	NM_001012973.3	ENST00000372263.4	PLAC9	NM_001012973.3	True
219402	NM_152912.5	ENST00000381120.8	MTIF3	NM_152912.5	True
219409	NM_145657.3	ENST00000302945.3	GSX1	NM_145657.3	True
219417	NM_001005204.1	ENST00000302270.1	OR8U1	NM_001005204.1	True
219428	NM_001004701.2	ENST00000623907.1	OR4C16	NM_001004701.2	True
219429	NM_001004700.3	ENST00000641580.1	OR4C11	NM_001004700.3	True
219431	NM_001004059.3	ENST00000641692.1	OR4S2	NM_001004059.3	True
219432	NM_001004704.2	ENST00000314259.5	OR4C6	NM_001004704.2	True
219436	NM_001004735.1	ENST00000335605.1	OR5D14	NM_001004735.1	True
219437	NM_001004738.2	ENST00000625203.2	OR5L1	NM_001004738.2	True
219438	NM_001001952.1	ENST00000333976.7	OR5D18	NM_001001952.1	True
219447	NM_001001921.2	ENST00000641320.1	OR5AS1	NM_001001921.2	True
219453	NM_001004058.2	ENST00000313447.1	OR8K5	NM_001004058.2	True
219464	NM_001004746.4	ENST00000641661.1	OR5T2	NM_001004746.4	True
219469	NM_001005199.2	ENST00000641600.1	OR8H1	NM_001005199.2	True
219473	NM_001005202.2	ENST00000641662.1	OR8K3	NM_001005202.2	True
219477	NM_001005205.3	ENST00000533152.3	OR8J1	NM_001005205.3	True
219479	NM_001004744.1	ENST00000623286.1	OR8U3	NM_001004744.1	True
219482	NM_001004742.3	ENST00000641993.1	OR5M3	NM_001004742.3	True
219484	NM_001005282.1	ENST00000327216.5	OR5M8	NM_001005282.1	True
219487	NM_001005245.1	ENST00000528616.5	OR5M11	NM_001005245.1	True
219493	NM_001004730.1	ENST00000624596.2	OR5AR1	NM_001004730.1	True
219527	NM_001005210.4	ENST00000497933.3	LRRC55	NM_001005210.4	True
219537	NM_001105565.3	ENST00000527972.6	SMTNL1	NM_001105565.3	True
219539	NM_145008.3	ENST00000300022.8	YPEL4	NM_145008.3	True
219557	NM_152706.4	ENST00000297203.3	TEX47	NM_152706.4	True
219578	NM_181646.5	ENST00000333190.5	ZNF804B	NM_181646.5	True
219621	NM_001366906.2	ENST00000648843.3	CABCOCO1	NM_001366906.2	True
219623	NM_178505.8	ENST00000399298.8	TMEM26	NM_178505.8	True
219654	NM_153367.4	ENST00000372336.4	ZCCHC24	NM_153367.4	True
219670	NM_145010.4	ENST00000331161.9	ENKUR	NM_145010.4	True
219681	NM_173081.5	ENST00000298032.10	ARMC3	NM_173081.5	True
219699	NM_170744.5	ENST00000335350.10	UNC5B	NM_170744.5	True
219736	NM_152709.5	ENST00000298596.11	STOX1	NM_152709.5	True
219738	NM_145306.3	ENST00000373279.6	FAM241B	NM_145306.3	True
219743	NM_173555.4	ENST00000287078.7	TYSND1	NM_173555.4	True
219749	NM_145011.4	ENST00000302609.8	ZNF25	NM_145011.4	True
219770	NM_153368.3	ENST00000321660.2	GJD4	NM_153368.3	True
219771	NM_145012.6	ENST00000374704.8	CCNY	NM_145012.6	True
219790	NM_145307.4	ENST00000373789.8	RTKN2	NM_145307.4	True
219793	NM_001318241.2	ENST00000456372.4	TBATA	NM_001318241.2	True
219844	NM_001134793.2	ENST00000425380.7	HYLS1	NM_001134793.2	True
219854	NM_001258244.2	ENST00000682305.1	TMEM218	NM_001258244.2	True
219855	NM_001145290.2	ENST00000403796.7	SLC37A2	NM_001145290.2	True
219858	NM_001005195.1	ENST00000306842.3	OR8B12	NM_001005195.1	True
219865	NM_001005198.2	ENST00000641992.2	OR8G5	NM_001005198.2	True
219869	NM_001004464.2	ENST00000641224.2	OR10G8	NM_001004464.2	True
219870	NM_001001953.1	ENST00000375024.1	OR10G9	NM_001001953.1	True
219874	NM_001005187.1	ENST00000321252.3	OR6T1	NM_001005187.1	True
219875	NM_001001965.1	ENST00000307033.3	OR4D5	NM_001001965.1	True
219899	NM_001363644.2	ENST00000683345.1	TBCEL	NM_001363644.2	True
219902	NM_001198671.2	ENST00000375095.3	TLCD5	NM_001198671.2	True
219927	NM_181514.2	ENST00000362034.7	MRPL21	NM_181514.2	True
219931	NM_139075.4	ENST00000294309.8	TPCN2	NM_139075.4	True
219938	NM_174927.3	ENST00000299140.8	SPATA19	NM_174927.3	True
219952	NM_001005186.2	ENST00000302622.4	OR6Q1	NM_001005186.2	True
219954	NM_001005211.2	ENST00000641439.1	OR9I1	NM_001005211.2	True
219956	NM_001005212.4	ENST00000335397.3	OR9Q1	NM_001005212.4	True
219957	NM_001005283.3	ENST00000641291.1	OR9Q2	NM_001005283.3	True
219960	NM_001004471.2	ENST00000316770.2	OR10Q1	NM_001004471.2	True
219965	NM_001005489.2	ENST00000357377.3	OR5B17	NM_001005489.2	True
219968	NM_001005218.3	ENST00000360374.3	OR5B21	NM_001005218.3	True
219970	NM_145016.4	ENST00000287275.6	GLYATL2	NM_145016.4	True
219972	NM_001039396.2	ENST00000361050.4	MPEG1	NM_001039396.2	True
219981	NM_001001954.2	ENST00000302040.6	OR5A2	NM_001001954.2	True
219982	NM_001004728.2	ENST00000641045.1	OR5A1	NM_001004728.2	True
219983	NM_001004708.1	ENST00000300127.3	OR4D6	NM_001004708.1	True
219986	NM_001004706.1	ENST00000313253.1	OR4D11	NM_001004706.1	True
219988	NM_152716.3	ENST00000300146.10	PATL1	NM_152716.3	True
219995	NM_001098835.2	ENST00000405633.4	MS4A15	NM_001098835.2	True
220001	NM_152718.2	ENST00000335613.10	VWCE	NM_152718.2	True
220002	NM_153611.6	ENST00000294072.9	CYB561A3	NM_153611.6	True
220004	NM_145017.3	ENST00000338608.7	PPP1R32	NM_145017.3	True
220032	NM_182833.3	ENST00000315938.5	GDPD4	NM_182833.3	True
220042	NM_145018.4	ENST00000533655.6	DDIAS	NM_145018.4	True
220047	NM_001286159.2	ENST00000342404.8	CCDC83	NM_001286159.2	True
220064	NM_153451.3	ENST00000279147.9	LTO1	NM_153451.3	True
220081	NM_182542.3	ENST00000298738.3	ERICH6B	NM_182542.3	True
220082	NM_152719.3	ENST00000310521.6	CBY2	NM_152719.3	True
220107	NM_001306135.2	ENST00000504404.2	DLEU7	NM_001306135.2	True
220108	NM_001242312.2	ENST00000322475.13	FAM124A	NM_001242312.2	True
220134	NM_145060.4	ENST00000285116.8	SKA1	NM_145060.4	True
220136	NM_145020.5	ENST00000398545.5	CFAP53	NM_145020.5	True
220164	NM_152721.6	ENST00000382713.10	DOK6	NM_152721.6	True
220202	NM_145178.4	ENST00000373673.5	ATOH7	NM_145178.4	True
220213	NM_001145373.3	ENST00000376495.5	OTUD1	NM_001145373.3	True
220296	NM_152722.5	ENST00000298251.5	HEPACAM	NM_152722.5	True
220323	NM_178507.4	ENST00000328965.9	OAF	NM_178507.4	True
220359	NM_145719.3	ENST00000309880.6	TIGD3	NM_145719.3	True
220382	NM_175885.4	ENST00000329203.5	FAM181B	NM_175885.4	True
220388	NM_152723.3	ENST00000316398.5	CCDC89	NM_152723.3	True
220441	NM_173557.3	ENST00000312828.4	RNF152	NM_173557.3	True
220869	NM_001330668.2	ENST00000382405.8	CBWD5	NM_001330668.2	True
220963	NM_194298.3	ENST00000395348.8	SLC16A9	NM_194298.3	True
220965	NM_198215.4	ENST00000618804.5	FAM13C	NM_198215.4	True
220972	NM_001282866.2	ENST00000453424.7	MARCHF8	NM_001282866.2	True
220992	NM_145312.4	ENST00000361807.8	ZNF485	NM_145312.4	True
221002	NM_145313.4	ENST00000395810.6	RASGEF1A	NM_145313.4	True
221035	NM_001001330.3	ENST00000373758.5	REEP3	NM_001001330.3	True
221037	NM_032776.3	ENST00000399262.7	JMJD1C	NM_032776.3	True
221044	NM_145314.3	ENST00000378681.8	UCMA	NM_145314.3	True
221061	NM_001010924.2	ENST00000378116.9	FAM171A1	NM_001010924.2	True
221074	NM_001145195.2	ENST00000377369.7	SLC39A12	NM_001145195.2	True
221078	NM_182543.5	ENST00000377304.7	NSUN6	NM_182543.5	True
221079	NM_178815.5	ENST00000377275.4	ARL5B	NM_178815.5	True
221091	NM_203422.4	ENST00000317449.5	LRRN4CL	NM_203422.4	True
221092	NM_001079559.3	ENST00000301785.7	HNRNPUL2	NM_001079559.3	True
221120	NM_139178.4	ENST00000302708.9	ALKBH3	NM_139178.4	True
221143	NM_001318939.2	ENST00000382758.6	EEF1AKMT1	NM_001318939.2	True
221150	NM_145061.6	ENST00000314759.6	SKA3	NM_145061.6	True
221154	NM_152726.3	ENST00000382374.9	MICU2	NM_152726.3	True
221178	NM_001166271.3	ENST00000382108.8	SPATA13	NM_001166271.3	True
221184	NM_152727.6	ENST00000290776.13	CPNE2	NM_152727.6	True
221188	NM_001304376.3	ENST00000349457.8	ADGRG5	NM_001304376.3	True
221191	NM_001305173.2	ENST00000567164.6	PRSS54	NM_001305173.2	True
221223	NM_001143685.2	ENST00000290567.14	CES5A	NM_001143685.2	True
221264	NM_001145128.3	ENST00000424296.7	AK9	NM_001145128.3	True
221294	NM_152729.3	ENST00000319550.9	NT5DC1	NM_152729.3	True
221301	NM_001366078.2	ENST00000368596.4	CALHM4	NM_001366078.2	True
221302	NM_145062.3	ENST00000368576.8	ZUP1	NM_145062.3	True
221303	NM_001085480.3	ENST00000368557.6	FAM162B	NM_001085480.3	True
221322	NM_152730.6	ENST00000398212.7	TBC1D32	NM_152730.6	True
221336	NM_152731.3	ENST00000370746.8	BEND6	NM_152731.3	True
221393	NM_153838.5	ENST00000283303.3	ADGRF4	NM_153838.5	True
221395	NM_001098518.2	ENST00000283296.12	ADGRF5	NM_001098518.2	True
221400	NM_001010870.3	ENST00000316081.11	TDRD6	NM_001010870.3	True
221409	NM_001372081.1	ENST00000674044.1	SPATS1	NM_001372081.1	True
221421	NM_152732.5	ENST00000372163.5	RSPH9	NM_152732.5	True
221443	NM_001329686.2	ENST00000424266.7	OARD1	NM_001329686.2	True
221458	NM_145027.6	ENST00000287152.12	KIF6	NM_145027.6	True
221472	NM_173558.4	ENST00000274963.13	FGD2	NM_173558.4	True
221476	NM_153370.3	ENST00000373674.4	PI16	NM_153370.3	True
221477	NM_001286635.2	ENST00000480824.7	C6orf89	NM_001286635.2	True
221481	NM_001286574.2	ENST00000373866.4	ARMC12	NM_001286574.2	True
221491	NM_001008703.4	ENST00000476320.6	SMIM29	NM_001008703.4	True
221496	NM_181336.4	ENST00000293760.10	LEMD2	NM_181336.4	True
221504	NM_152735.4	ENST00000395064.3	ZBTB9	NM_152735.4	True
221527	NM_181842.3	ENST00000375527.3	ZBTB12	NM_181842.3	True
221545	NM_001161376.2	ENST00000651131.1	C6orf136	NM_001161376.2	True
221613	NM_170745.3	ENST00000297012.5	H2AC1	NM_170745.3	True
221656	NM_001364614.2	ENST00000650836.2	KDM1B	NM_001364614.2	True
221662	NM_001143942.2	ENST00000379052.10	RBM24	NM_001143942.2	True
221687	NM_152737.4	ENST00000488300.6	RNF182	NM_152737.4	True
221692	NM_030948.6	ENST00000332995.12	PHACTR1	NM_030948.6	True
221710	NM_001135575.2	ENST00000416247.4	SMIM13	NM_001135575.2	True
221711	NM_001040274.3	ENST00000283141.11	SYCP2L	NM_001040274.3	True
221749	NM_183373.4	ENST00000380283.5	PXDC1	NM_183373.4	True
221785	NM_145115.3	ENST00000394152.7	ZSCAN25	NM_145115.3	True
221786	NM_145111.4	ENST00000449309.2	FAM200A	NM_145111.4	True
221806	NM_001135924.3	ENST00000275358.8	VWDE	NM_001135924.3	True
221823	NM_175886.3	ENST00000506618.5	PRPS1L1	NM_175886.3	True
221830	NM_001002926.2	ENST00000222567.6	POLR1F	NM_001002926.2	True
221833	NM_182700.6	ENST00000418710.3	SP8	NM_182700.6	True
221895	NM_175061.4	ENST00000283928.10	JAZF1	NM_175061.4	True
221908	NM_145030.4	ENST00000292330.3	PPP1R35	NM_145030.4	True
221914	NM_152742.3	ENST00000292377.4	GPC2	NM_152742.3	True
221927	NM_152743.4	ENST00000340611.9	BRAT1	NM_152743.4	True
221935	NM_152744.4	ENST00000404826.7	SDK1	NM_152744.4	True
221937	NM_001037165.2	ENST00000328914.5	FOXK1	NM_001037165.2	True
221938	NM_198403.4	ENST00000401401.8	MMD2	NM_198403.4	True
221955	NM_139179.4	ENST00000297056.11	DAGLB	NM_139179.4	True
221960	NM_198097.5	ENST00000316731.13	CCZ1B	NM_198097.5	True
221981	NM_015204.3	ENST00000423059.9	THSD7A	NM_015204.3	True
222008	NM_001301009.2	ENST00000402613.4	VSTM2A	NM_001301009.2	True
222068	NM_182547.4	ENST00000457408.7	TMED4	NM_182547.4	True
222166	NM_152793.3	ENST00000324453.13	MTURN	NM_152793.3	True
222171	NM_175887.3	ENST00000319694.3	PRR15	NM_175887.3	True
222183	NM_001110199.3	ENST00000611745.2	SRRM3	NM_001110199.3	True
222194	NM_198467.3	ENST00000334955.13	RSBN1L	NM_198467.3	True
222223	NM_001142749.3	ENST00000450689.7	ELAPOR2	NM_001142749.3	True
222229	NM_152892.3	ENST00000292616.10	LRWD1	NM_152892.3	True
222234	NM_001145268.2	ENST00000413034.3	FAM185A	NM_001145268.2	True
222236	NM_001122838.3	ENST00000465647.6	NAPEPLD	NM_001122838.3	True
222255	NM_020725.2	ENST00000419735.8	ATXN7L1	NM_020725.2	True
222256	NM_152750.5	ENST00000317716.14	CDHR3	NM_152750.5	True
222389	NM_001369863.1	ENST00000466271.3	BEND7	NM_001369863.1	True
222484	NM_153371.4	ENST00000316334.5	LNX2	NM_153371.4	True
222487	NM_170776.5	ENST00000333493.9	ADGRG3	NM_170776.5	True
222537	NM_153612.4	ENST00000312719.10	HS3ST5	NM_153612.4	True
222545	NM_148963.4	ENST00000310357.8	GPRC6A	NM_148963.4	True
222546	NM_173560.4	ENST00000332958.3	RFX6	NM_173560.4	True
222553	NM_001029858.4	ENST00000360388.9	SLC35F1	NM_001029858.4	True
222584	NM_001010872.3	ENST00000306858.8	FAM83B	NM_001010872.3	True
222642	NM_001010873.3	ENST00000373161.6	TSPO2	NM_001010873.3	True
222643	NM_173561.3	ENST00000244565.8	UNC5CL	NM_173561.3	True
222658	NM_173562.5	ENST00000373731.7	KCTD20	NM_173562.5	True
222659	NM_152990.4	ENST00000454782.3	PXT1	NM_152990.4	True
222662	NM_182548.4	ENST00000360215.3	LHFPL5	NM_182548.4	True
222663	NM_152753.4	ENST00000274938.8	SCUBE3	NM_152753.4	True
222696	NM_001012455.2	ENST00000289788.5	ZSCAN23	NM_001012455.2	True
222698	NM_001007531.3	ENST00000343684.4	NKAPL	NM_001007531.3	True
222826	NM_173563.3	ENST00000274673.8	FAM217A	NM_173563.3	True
222865	NM_152913.3	ENST00000339375.9	TMEM130	NM_152913.3	True
222894	NM_152898.2	ENST00000275461.3	FERD3L	NM_152898.2	True
222950	NM_173564.4	ENST00000300179.7	NYAP1	NM_173564.4	True
222962	NM_153247.4	ENST00000396872.8	SLC29A4	NM_153247.4	True
223075	NM_001257967.3	ENST00000615280.5	ITPRID1	NM_001257967.3	True
223082	NM_147128.4	ENST00000323037.5	ZNRF2	NM_147128.4	True
223117	NM_001384900.1	ENST00000284136.11	SEMA3D	NM_001384900.1	True
225689	NM_139021.3	ENST00000338033.9	MAPK15	NM_139021.3	True
245711	NM_182756.4	ENST00000334056.10	SPDYA	NM_182756.4	True
245802	NM_139249.4	ENST00000684409.1	MS4A6E	NM_139249.4	True
245806	NM_182645.3	ENST00000326274.6	VGLL2	NM_182645.3	True
245812	NM_152755.2	ENST00000262932.5	CNPY4	NM_152755.2	True
245908	NM_152250.3	ENST00000334773.7	DEFB105A	NM_152250.3	True
245911	NM_001002035.2	ENST00000328698.2	DEFB108B	NM_001002035.2	True
245913	NM_001037497.2	ENST00000371148.3	DEFB110	NM_001037497.2	True
245915	NM_001369057.2	ENST00000651554.2	DEFB112	NM_001369057.2	True
245927	NM_001037729.1	ENST00000398718.1	DEFB113	NM_001037729.1	True
245928	NM_001037499.2	ENST00000322066.4	DEFB114	NM_001037499.2	True
245929	NM_001037730.1	ENST00000400552.1	DEFB115	NM_001037730.1	True
245930	NM_001037731.1	ENST00000400549.1	DEFB116	NM_001037731.1	True
245932	NM_153289.4	ENST00000376321.4	DEFB119	NM_153289.4	True
245934	NM_001011878.3	ENST00000376314.3	DEFB121	NM_001011878.3	True
245936	NM_153324.4	ENST00000376309.4	DEFB123	NM_153324.4	True
245937	NM_001037500.2	ENST00000317676.3	DEFB124	NM_001037500.2	True
245938	NM_153325.4	ENST00000382410.3	DEFB125	NM_153325.4	True
245939	NM_001037732.3	ENST00000334391.5	DEFB128	NM_001037732.3	True
245972	NM_152565.1	ENST00000285393.4	ATP6V0D2	NM_152565.1	True
245973	NM_001039362.2	ENST00000272238.9	ATP6V1C2	NM_001039362.2	True
246175	NM_144571.3	ENST00000504123.7	CNOT6L	NM_144571.3	True
246176	NM_139285.4	ENST00000604641.6	GAS2L2	NM_139285.4	True
246184	NM_139286.4	ENST00000374206.4	CDC26	NM_139286.4	True
246213	NM_139319.3	ENST00000323346.10	SLC17A8	NM_139319.3	True
246243	NM_002936.6	ENST00000315212.4	RNASEH1	NM_002936.6	True
246269	NM_145315.5	ENST00000368977.9	AFG1L	NM_145315.5	True
246329	NM_145064.3	ENST00000332782.7	STAC3	NM_145064.3	True
246330	NM_145065.3	ENST00000320740.12	PELI3	NM_145065.3	True
246744	NM_001007532.3	ENST00000537309.1	STH	NM_001007532.3	True
246777	NM_145658.4	ENST00000310673.4	SPESP1	NM_145658.4	True
246778	NM_145659.3	ENST00000356897.1	IL27	NM_145659.3	True
252839	NM_001288565.2	ENST00000367330.6	TMEM9	NM_001288565.2	True
252884	NM_001322286.2	ENST00000589332.7	ZNF396	NM_001322286.2	True
252969	NM_145043.4	ENST00000284503.7	NEIL2	NM_145043.4	True
252983	NM_178509.6	ENST00000376352.6	STXBP4	NM_178509.6	True
252995	NM_153756.3	ENST00000373471.9	FNDC5	NM_153756.3	True
253012	NM_001039372.4	ENST00000394468.7	HEPACAM2	NM_001039372.4	True
253017	NM_001010874.5	ENST00000381210.8	TECRL	NM_001010874.5	True
253143	NM_173566.3	ENST00000327423.11	PRR14L	NM_173566.3	True
253152	NM_173567.5	ENST00000370383.5	EPHX4	NM_173567.5	True
253190	NM_014509.5	ENST00000327678.10	SERHL2	NM_014509.5	True
253260	NM_152756.5	ENST00000357387.8	RICTOR	NM_152756.5	True
253314	NM_001099408.2	ENST00000318682.11	EIF4E1B	NM_001099408.2	True
253430	NM_152230.5	ENST00000373935.4	IPMK	NM_152230.5	True
253461	NM_001376113.1	ENST00000321464.7	ZBTB38	NM_001376113.1	True
253512	NM_001010875.4	ENST00000519676.6	SLC25A30	NM_001010875.4	True
253558	NM_001002257.3	ENST00000379509.8	LCLAT1	NM_001002257.3	True
253559	NM_001167675.2	ENST00000383699.8	CADM2	NM_001167675.2	True
253582	NM_001010876.2	ENST00000368143.6	TMEM244	NM_001010876.2	True
253635	NM_174931.4	ENST00000674370.2	GPATCH11	NM_174931.4	True
253639	NM_175888.4	ENST00000314529.10	ZNF620	NM_175888.4	True
253650	NM_147195.4	ENST00000399703.6	ANKRD18A	NM_147195.4	True
253714	NM_001350599.2	ENST00000683635.1	MMS22L	NM_001350599.2	True
253725	NM_001330074.2	ENST00000623400.4	WASHC2C	NM_001330074.2	True
253738	NM_001375380.1	ENST00000440978.2	EBF3	NM_001375380.1	True
253769	NM_182552.5	ENST00000448612.6	WDR27	NM_182552.5	True
253782	NM_203463.3	ENST00000305747.11	CERS6	NM_203463.3	True
253827	NM_001031679.3	ENST00000308259.10	MSRB3	NM_001031679.3	True
253832	NM_001330059.2	ENST00000400590.8	ZDHHC20	NM_001330059.2	True
253935	NM_178127.5	ENST00000334289.7	ANGPTL5	NM_178127.5	True
253943	NM_152758.6	ENST00000539294.6	YTHDF3	NM_152758.6	True
253959	NM_001346249.2	ENST00000680220.1	RALGAPA1	NM_001346249.2	True
253980	NM_178863.5	ENST00000568000.6	KCTD13	NM_178863.5	True
253982	NM_181718.4	ENST00000308748.10	ASPHD1	NM_181718.4	True
254013	NM_001135863.2	ENST00000357721.3	ETFBKMT	NM_001135863.2	True
254042	NM_199227.3	ENST00000315796.5	METAP1D	NM_199227.3	True
254048	NM_173569.4	ENST00000473989.8	UBN2	NM_173569.4	True
254050	NM_001098519.2	ENST00000339777.5	LRRC43	NM_001098519.2	True
254102	NM_001099409.3	ENST00000309295.9	EHBP1L1	NM_001099409.3	True
254122	NM_152760.3	ENST00000308342.7	SNX32	NM_152760.3	True
254170	NM_203301.4	ENST00000298097.8	FBXO33	NM_203301.4	True
254173	NM_001130045.2	ENST00000379289.6	TTLL10	NM_001130045.2	True
254225	NM_001098638.2	ENST00000299563.5	RNF169	NM_001098638.2	True
254228	NM_153711.5	ENST00000368599.4	CALHM5	NM_153711.5	True
254240	NM_174932.3	ENST00000300399.9	BPIFC	NM_174932.3	True
254263	NM_182553.3	ENST00000311445.7	CNIH2	NM_182553.3	True
254268	NM_152763.5	ENST00000370001.8	AKNAD1	NM_152763.5	True
254295	NM_001100876.2	ENST00000372592.8	PHYHD1	NM_001100876.2	True
254359	NM_207340.3	ENST00000310442.5	ZDHHC24	NM_207340.3	True
254394	NM_017696.3	ENST00000619706.5	MCM9	NM_017696.3	True
254427	NM_153256.4	ENST00000277570.10	PROSER2	NM_153256.4	True
254428	NM_173854.6	ENST00000367137.4	SLC41A1	NM_173854.6	True
254439	NM_001353554.2	ENST00000683896.1	C11orf86	NM_001353554.2	True
254528	NM_001163560.3	ENST00000325962.9	MEIOB	NM_001163560.3	True
254531	NM_153613.3	ENST00000314891.11	LPCAT4	NM_153613.3	True
254552	NM_001243750.2	ENST00000376693.3	NUDT8	NM_001243750.2	True
254773	NM_175735.4	ENST00000333017.7	LYG2	NM_175735.4	True
254778	NM_152765.4	ENST00000305454.8	VXN	NM_152765.4	True
254783	NM_001005490.2	ENST00000343399.5	OR6C74	NM_001005490.2	True
254786	NM_001388498.1	ENST00000641740.2	OR6C3	NM_001388498.1	True
254827	NM_207015.3	ENST00000454872.6	NAALADL2	NM_207015.3	True
254863	NM_152766.5	ENST00000302422.4	TMEM256	NM_152766.5	True
254879	NM_001005471.2	ENST00000641644.1	OR2T6	NM_001005471.2	True
254887	NM_001320466.2	ENST00000638807.2	ZDHHC23	NM_001320466.2	True
254910	NM_178438.5	ENST00000334269.3	LCE5A	NM_178438.5	True
254950	NM_181623.3	ENST00000334067.5	KRTAP15-1	NM_181623.3	True
254956	NM_198469.4	ENST00000373764.8	MORN5	NM_198469.4	True
254973	NM_001005235.1	ENST00000259466.1	OR1L4	NM_001005235.1	True
255022	NM_001001412.4	ENST00000329905.6	CALHM1	NM_001001412.4	True
255027	NM_001128423.2	ENST00000396385.4	MPV17L	NM_001128423.2	True
255043	NM_173804.5	ENST00000327042.5	TMEM86B	NM_173804.5	True
255057	NM_001393918.1	ENST00000650044.2	CBARP	NM_001393918.1	True
255061	NM_001077506.2	ENST00000436235.6	TAC4	NM_001077506.2	True
255101	NM_194302.4	ENST00000341552.10	CFAP65	NM_194302.4	True
255104	NM_181719.7	ENST00000294543.11	TMCO4	NM_181719.7	True
255119	NM_152770.3	ENST00000358105.8	CFAP299	NM_152770.3	True
255189	NM_213600.4	ENST00000397272.7	PLA2G4F	NM_213600.4	True
255220	NM_001286946.2	ENST00000423740.7	TXNDC8	NM_001286946.2	True
255231	NM_153259.4	ENST00000370608.8	MCOLN2	NM_153259.4	True
255239	NM_178510.2	ENST00000303941.4	ANKK1	NM_178510.2	True
255252	NM_153260.3	ENST00000397130.8	LRRC57	NM_153260.3	True
255275	NM_001145113.3	ENST00000409745.2	MYADML2	NM_001145113.3	True
255308	NM_001357734.3	ENST00000538173.2	EIF2S3B	NM_001357734.3	True
255324	NM_001270989.2	ENST00000413830.6	EPGN	NM_001270989.2	True
255349	NM_001388199.1	ENST00000640159.2	TMEM211	NM_001388199.1	True
255374	NM_203397.3	ENST00000398075.4	MBLAC1	NM_203397.3	True
255394	NM_152772.3	ENST00000299045.8	TCP11L2	NM_152772.3	True
255403	NM_001039127.6	ENST00000510175.6	ZNF718	NM_001039127.6	True
255426	NM_175062.4	ENST00000361132.9	RASGEF1C	NM_175062.4	True
255488	NM_182757.4	ENST00000259939.4	RNF144B	NM_182757.4	True
